
Geneid	SRR28411569	SRR28411570	SRR28411571	SRR28411572
YHR112C	1445	1200	870	1092
YHR027C	10542	8824	6621	7143
YHR214C-E	4	6	2	6
YHR214W	9	4	6	8
YHR188C	7043	5858	3333	4706
YHL023C	1888	1600	856	1233
YHR099W	10724	7646	7198	12723
YHR196W	1681	1592	1713	2265
YHR177W	279	186	123	189
YHR174W	292670	231062	693808	457472
YHR199C-A	145	125	54	146
YHR034C	553	534	384	325
YHR179W	31323	25773	20758	24459
YHR014W	85	89	107	86
YHR171W	1104	1084	424	555
tF(GAA)H1	1	3	0	5
YHR121W	1454	1181	988	1123
YHR116W	499	371	267	349
YHR087W	6395	5712	1285	1483
YHR176W	398	347	174	208
YHR173C	157	125	151	90
YHL010C	351	266	198	212
YHR102W	836	656	612	1011
YHR063C	2792	2429	1842	2304
YHR050W-A	324	351	11	118
YHR137C-A	0	0	0	0
YHL017W	4137	3816	2643	3539
YHL035C	3591	3134	685	1393
YHR043C	2434	1971	1529	1476
YHR115C	878	677	283	658
YHL007C	1361	914	842	1166
YHR018C	4045	4140	2541	2800
YHR076W	1708	1617	1103	1476
YHL019C	233	179	83	159
YHR061C	682	558	299	346
tV(AAC)H	1	2	0	2
snR32	2713	1980	917	3173
YHR068W	8963	7509	9488	11220
YHR218W-A	1	1	0	0
YHR037W	6132	5253	2241	2891
YHR012W	1365	1196	644	1026
YHR144C	645	674	925	1035
YHR077C	1499	1202	986	1245
YHR156C	343	315	133	230
YHR217C	4	0	0	1
YHR036W	737	710	365	562
YHR091C	1208	1061	638	877
YHR052W	1708	1554	2715	2893
YHR123W	2073	1879	1868	2279
YHR009C	11110	9576	10587	9944
YHL018W	201	191	141	140
YHL012W	510	585	98	216
YHR211W	728	555	250	369
YHR155W	2930	2740	1218	1964
RUF5-1	0	6	1	1
YHR139C	234	244	77	138
YHR032W-A	150	95	473	220
tA(AGC)H	0	2	0	0
YHR210C	325	243	147	204
YHR072W-A	2833	2746	2523	3908
YHR140W	763	663	193	432
YHR044C	334	383	214	334
YHL016C	985	897	181	264
tP(UGG)H	25	29	10	17
YHR202W	1608	1398	668	1105
YHR019C	14866	12070	15766	18676
YHL034W-A	18	30	9	21
YHR213W-B	8	7	3	9
YHR104W	10954	10083	2815	3469
YHR083W	1965	1820	1461	1954
YHR165W-A	0	0	0	0
YHL022C	159	142	54	111
YHR032W	1993	1616	2534	3169
YHR008C	9530	8286	4080	4764
YHL038C	948	946	365	627
YHR071C-A	3	13	3	7
YHR081W	85	57	40	151
YHL050W-A	0	0	0	0
YHL028W	1531	1308	1533	1922
YHR073C-B	0	0	0	0
YHL033C	6770	5908	25046	16003
YHR066W	613	609	1152	1137
YHR029C	616	556	582	679
YHR178W	869	672	412	575
YHR063W-A	199	181	53	166
YHR040W	188	135	177	224
YHR192W	948	898	479	807
YHR017W	1955	1684	634	990
YHR004C	1988	1705	725	1092
YHL040C	1596	1658	755	1503
YHR191C	238	211	120	204
YHR201C	1240	1034	1100	1311
YHR103W	5038	4334	4044	4474
YHR213W	1	0	1	2
YHR153C	160	111	86	150
YHR082C	9864	8292	2652	4067
YHR069C-A	5	3	0	0
YHR020W	14145	11886	17086	20522
YHR057C	752	641	347	505
YHL024W	1331	1160	294	439
YHR128W	3171	2686	2893	6387
tQ(UUG)H	6	1	4	20
YHR047C	8300	7218	8201	8794
YHL026C	953	787	282	482
YHR197W	1179	1152	1999	2499
YHR028C	11225	10139	5261	6829
YHR134W	393	350	283	366
YHR122W	889	777	809	941
YHR067W	544	562	456	607
YHL037C	20	16	6	6
YHR013C	721	568	440	813
YHR137W	2423	2249	845	1410
tT(AGU)H	7	7	4	1
YHR158C	3057	2538	1721	2291
YHR038W	462	361	185	249
YHR042W	2641	1783	1982	2877
YHR028W-A	3	2	2	4
YHL049C	17	14	4	4
YHR041C	2057	1620	2892	2313
YHR069C	1678	1440	1116	1682
YHR200W	4516	4021	3195	2897
YHR053C	0	0	0	0
YHR218W	14	24	0	10
YHR021W-A	28	21	20	31
YHR114W	615	436	275	404
YHR039C	11477	9665	9472	11681
YHL019W-A	1	0	1	0
YHR152W	453	388	191	364
YHL046W-A	44	32	7	27
YHL011C	4556	3798	4372	6283
YHR129C	449	390	324	396
YHR199C	2961	2468	1320	1616
YHR159W	522	471	293	373
YHR193C	5708	4447	7559	6389
YHR030C	2013	1656	860	1158
YHL050C	186	158	14	9
YHR162W	8746	7844	5765	7708
YHR089C	272	192	322	616
YHL005C	18	13	10	6
YHR010W	16965	14777	29193	30540
YHR079C-A	7	6	2	6
YHR212C	1	0	0	0
YHR005C	2509	2295	1396	1857
YHR187W	1008	952	615	911
YHR183W	40972	34583	36076	37892
YHR205W	1823	1232	666	1206
YHR139C-A	50	39	22	45
YHR111W	1125	935	645	974
YHR049W	2884	2431	3395	2881
YHR131W-A	21	20	10	13
YHR072W	2871	2543	2728	3393
YHR209W	1015	948	124	307
YHR107C	1873	1498	1040	1260
YHR071W	2528	2283	1257	1626
snR71	74	93	18	25
YHR216W	2906	2471	7593	7102
YHL013C	248	230	287	343
YHR060W	271	310	157	321
YHR143W-A	659	611	374	796
YHR142W	2096	1974	1064	1545
YHR058C	547	418	387	523
YHL008C	3725	2828	809	1322
YHR054W-A	0	0	0	0
YHR118C	420	412	237	354
tT(UGU)H	0	0	0	0
YHL048W	7889	6330	837	1104
YHR157W	141	122	53	37
YHR110W	2532	2163	1262	1600
YHR023W	4291	3518	2304	3287
YHR062C	464	440	362	574
YHR219W	84	83	2	4
YHR136C	51	52	36	58
YHL001W	4972	4329	5696	8719
YHR181W	2977	2669	1614	1920
YHR214C-B	267	161	291	1024
YHL009W-B	37	48	8	22
YHR214C-C	0	0	0	0
YHL009W-A	0	0	0	0
YIR015W	236	176	123	143
YIL156W-A	3	0	3	0
YIL115W-A	4	4	0	5
YIL086C	79	56	13	25
YIL156W-B	692	663	289	602
tT(AGU)I2	4	0	3	2
YIL146C	644	473	225	311
YIL010W	1321	1172	603	951
YIL117C	2124	2301	576	901
YIL050W	984	718	305	571
YIL107C	5152	4407	1184	1406
YIL150C	208	117	164	257
YIL165C	186	156	128	202
YIL045W	1366	1039	253	427
YIL126W	2405	1771	1647	2484
YIL158W	717	644	488	774
YIR018W	638	580	350	442
YIR039C	3786	3373	393	762
YIL082W	0	0	0	0
YIL056W	1192	858	353	600
YIL161W	141	96	108	178
tS(UGA)I	3	2	1	1
YIL119C	2596	2367	569	1115
YIL016W	467	428	556	667
YIL144W	656	584	227	467
YIL026C	1937	1793	1021	1526
tD(GUC)I1	2	7	0	4
YIL163C	62	54	45	84
YIL139C	128	126	116	212
YIL171W	20	29	6	16
YIL068C	900	768	452	675
YIL065C	835	708	422	502
YIL098C	492	403	204	315
YIL141W	44	29	2	16
YIL009W	2522	2166	2397	3966
YIR021W-A	7	6	0	1
YIR020C-B	5	0	2	1
YIL044C	1140	1018	836	1046
YIR020W-A	0	0	0	0
YIR004W	729	570	664	868
YIL092W	362	261	265	414
tD(GUC)I2	4	2	4	16
YIL136W	1178	923	232	278
YIR022W	2368	2237	2293	2273
YIL002W-A	408	386	299	417
YIL066W-A	2	0	0	0
YIL133C	9161	8180	15471	17977
YIL123W	2495	1390	1360	2920
YIR001C	320	222	117	239
YIL153W	2114	1692	1030	1060
YIR002C	1817	1506	1190	1525
YIL108W	5778	4991	1909	2706
YIR023C-A	3	0	1	1
YIL067C	1873	1574	1383	1842
YIR019C	103	43	30	59
YIL028W	82	45	21	47
YIL134W	1007	865	491	978
YIL159W	365	253	132	316
YIL011W	92	52	51	96
YIL110W	1366	1293	1329	1769
YIL131C	1368	1157	1098	1221
YIL128W	2738	2657	1595	2583
YIL064W	705	535	814	1015
YIL071C	433	399	158	227
YIL147C	3208	3002	2756	3544
YIL149C	1581	1169	995	1789
YIL106W	910	878	353	631
YIL005W	2861	2437	922	1774
YIL169C	3149	2659	3243	3176
YIL004C	607	628	313	561
YIR014W	222	181	79	129
tE(CUC)I	0	0	0	4
YIR033W	4688	4580	3803	4767
YIL105C	1707	1556	561	989
YIL057C	16	10	8	2
YIL017C	3509	2809	976	1390
YIL132C	111	72	52	149
YIL070C	2921	2535	1429	2415
YIL051C	15714	12974	13976	16627
YIL118W	2464	2129	1334	2025
YIL097W	1273	1202	315	400
YIR034C	1450	1262	444	802
YIL109C	11742	9968	5597	8018
YIL102C-A	206	160	75	186
YIL105W-A	0	0	0	0
YIL084C	350	328	206	403
YIL039W	1482	1111	803	1753
YIR003W	901	705	562	558
YIR031C	986	795	345	486
YIL074C	3872	3686	2634	4118
YIL022W	2300	1726	1177	1465
YIL030C	5130	4331	3237	4750
YIL140W	2453	1921	1133	1801
YIL031W	1544	1464	602	1040
YIL014W	3153	2913	1401	2082
YIL137C	6246	5089	3033	4008
YIR037W	7681	6515	3118	5294
YIL127C	152	155	196	304
YIL143C	2991	2612	1396	1565
YIL079C	422	371	554	729
YIR008C	1233	1070	852	1088
YIL040W	733	782	327	764
YIL129C	8994	7317	5129	6740
YIL100C-A	14	14	0	3
YIL124W	10217	9371	2779	5188
YIL042C	1018	763	340	494
YIL115C	5568	4430	2832	3871
YIL035C	1836	1637	1222	1701
YIL176C	0	0	0	0
YIL006W	1261	1023	297	655
YIL048W	6309	5623	2697	4066
YIL066C	1342	1022	525	708
YIR029W	91	83	22	23
YIR018C-A	220	169	58	123
YIL094C	7136	6189	5812	8340
YIL103W	1283	1084	1238	1515
YIL155C	3664	3126	704	783
YIL152W	310	319	156	230
YIL046W-A	11	9	0	0
YIL002C	1382	1162	581	907
YIR030W-A	5	4	2	0
YIL047C-A	13	12	2	22
YIL156W	1021	829	411	760
YIR012W	3072	2679	3368	4741
YIL112W	1437	1199	903	1182
YIL025C	7	4	2	6
YIL175W	0	0	0	0
YIL100W	1	0	0	0
YIR026C	607	507	900	981
YIR025W	51	24	8	16
YIR042C	313	213	73	122
YIL075C	10393	8675	4735	6742
YIL068W-A	3	2	0	3
YIL063C	863	680	622	746
YIL018W	54518	45334	111492	105030
YIL027C	1208	1204	635	1082
YIL085C	1448	1206	1150	1644
snR68	137	241	32	91
YIL008W	217	149	125	290
YIL030W-A	28	30	1	15
YIL076W	3982	3430	2034	3128
YIR036W-A	3	1	0	2
YIL029C	241	223	66	164
YIR023W	900	726	391	641
tT(AGU)I1	7	0	7	4
YIL053W	7555	6396	24540	19173
YIL101C	571	405	80	114
YIL120W	510	380	242	437
YIL174W	0	0	0	0
YIL032C	2	4	8	0
YIL142C-A	0	0	0	0
YIL164C	275	245	165	257
YIL096C	260	293	629	698
YIL160C	213	211	62	105
YIL134C-A	26	13	1	8
YIL062C	3005	2730	1610	2019
YIL151C	3473	3212	1464	2090
YIL059C	1	0	0	0
YIR030C	94	108	106	133
YIL083C	2439	2017	1448	2129
YIL019W	67	65	137	205
YIL020C-A	17	24	2	31
YIL099W	195	163	36	78
YIL093C	1225	1039	602	986
YIR024C	149	207	64	99
YIL135C	814	604	221	396
YIL020C	437	365	298	459
YIL023C	2392	2132	1492	1809
YIL177W-A	0	0	0	0
YIL037C	741	697	151	217
YIL142W	2566	2101	2674	3009
YIR041W	8	9	0	4
YIL034C	4859	3978	2097	3262
YIL073C	791	769	300	484
YIL091C	786	726	911	1410
YIL078W	19354	16184	20507	25381
YIL052C	8963	7499	9650	13864
YIR017C	46	40	7	18
YIL125W	19134	16001	8094	11203
YIL154C	1250	1125	662	391
PWR1	0	0	0	0
YIL138C	1435	1211	1399	1318
YIL130W	1159	996	536	1015
YIL071W-A	42	29	10	19
YIL043C	7924	6741	8145	8542
YIR013C	22	18	14	7
YIL055C	167	112	34	51
YIL014C-A	991	877	116	482
YIL049W	862	774	152	489
YIL162W	19753	16323	5968	6754
YIL104C	590	525	685	679
YIL077C	1365	1053	412	729
YIR032C	115	138	94	88
YIL007C	611	582	233	320
YIL021W	410	295	185	357
YIR020C	0	0	0	0
YIL038C	2597	1992	1284	1918
YIR011C	1621	1491	674	1020
YIL046W	1314	1219	794	785
YIL157C	1948	1584	789	1040
YIL171W-A	0	0	0	0
YIL121W	7589	6465	4413	8283
YIL170W	138	113	89	81
YIR038C	4680	4129	1250	2395
YIR027C	248	234	120	111
YIL088C	5973	5451	3076	4818
YIR028W	140	144	70	80
YIL001W	712	629	530	603
tK(CUU)I	3	0	0	0
YIL173W	84	39	85	64
tE(UUC)I	1	2	0	2
YIL177C	13	11	0	6
YIL054W	5	7	3	0
YIL148W	25437	22762	44758	43660
YIR017W-A	7	9	1	6
YIL145C	1812	1515	2570	2858
YIR006C	2331	1384	956	1368
YIL013C	1171	855	334	656
YIL114C	1482	1243	1224	1665
YIR035C	2840	2401	2474	2989
YIR007W	1450	1308	634	758
YIL113W	469	496	238	255
YIL036W	791	615	278	371
YIR010W	504	370	233	388
YIL033C	4482	3683	1509	2008
YIR009W	202	201	191	205
YIL041W	7015	5917	5673	4847
YIL087C	1393	1287	394	842
ICR1	1312	1131	476	752
YIR036C	1065	988	1400	971
YIL122W	453	298	88	149
tI(AAU)I2	6	6	0	4
YIL021C-A	0	0	0	0
YIL090W	2022	1630	974	1861
YIL012W	27	20	4	5
YIL024C	688	607	165	253
YIL111W	4406	3701	2055	3779
YIL095W	981	792	361	657
YIL029W-A	0	3	0	0
YIL089W	193	239	155	253
YIL166C	563	506	322	585
YIL060W	8	5	2	9
tI(AAU)I1	0	0	0	4
YIL009C-A	755	746	450	827
YIL061C	165	144	144	255
YIR040C	16	14	0	0
YIL102C	108	71	68	104
YIL069C	5604	4723	10951	9808
YIR016W	2939	2394	994	1212
YIR021W	497	428	467	458
YIL172C	0	0	0	0
YIL072W	435	420	107	229
YIL058W	139	125	47	117
YIL047C	6874	6110	8539	7935
YIL015W	25144	24817	12753	18888
YIR005W	272	301	83	190
YIL116W	4054	3923	4619	4924
YIL003W	437	354	346	533
YIL082W-A	175	122	62	181
YCR031C	23969	21640	26520	43176
YCL011C	2572	2115	1472	2125
YCL040W	76363	63864	16721	20332
YCR052W	886	828	490	673
YCR100C	271	206	123	181
YCR107W	278	241	480	600
YCL002C	1494	1620	1157	1819
YCL024W	1101	1025	517	845
YCR060W	391	359	329	563
YCR071C	801	697	310	745
YCR007C	364	354	161	272
YCL012C	342	278	45	215
YCR081C-A	0	0	0	0
YCR036W	2371	2065	1114	1677
YCR063W	46	40	10	32
YCL042W	17	16	1	9
YCR097W-A	14	15	0	5
YCR025C	91	92	43	58
tK(CUU)C	0	0	0	0
YCR069W	4043	3340	2098	3166
YCR041W	23	14	5	16
YCR102W-A	17	25	8	3
YCR020C-A	398	395	263	586
YCL075W	11	22	0	0
YCR092C	758	621	413	657
YCR005C	6582	5270	3542	5240
YCR038W-A	0	0	0	0
YCL034W	2168	1889	1044	1150
YCL026C-B	915	793	255	419
YCR020W-B	163	192	128	175
YCR094W	1406	1195	725	1034
YCL028W	4066	3471	2471	3260
YCL029C	472	390	383	428
YCL074W	33	40	4	0
tQ(UUG)C	4	2	0	1
YCR086W	224	183	199	266
YCR006C	358	318	149	250
YCR083W	1468	1324	395	748
YCL039W	427	347	190	356
YCL037C	552	239	316	759
tE(UUC)C	3	2	3	7
YCL004W	566	441	204	366
YCL076W	13	23	0	0
YCR011C	8900	7895	4313	6369
YCL054W-A	137	128	103	155
YCR020C	240	235	87	168
YCL065W	1	1	1	0
YCL057W	6214	4906	2339	3749
YCL069W	0	0	0	0
YCR045W-A	0	0	0	0
YCL048W	89	67	21	22
YCR002C	2582	1996	1278	2006
YCR035C	1240	1093	984	1217
YCR066W	541	455	162	191
YCR032W	2417	2145	1549	2292
YCL059C	882	880	1686	2031
YCR079W	2370	1996	1335	1444
YCR021C	56216	49175	4038	7239
YCL026C-A	37	36	50	43
YCL046W	10	2	1	9
YCR104W	14	6	0	9
YCL001W	2466	2534	953	2231
YCR054C	754	680	789	1017
YCR046C	863	706	530	643
YCR064C	2	12	5	26
YCL001W-B	71	64	28	45
YCR017C	17133	14753	12833	16910
YCR097W	753	843	306	601
YCL041C	22	17	0	17
YCR043C	1638	1398	1010	1781
YCR095W-A	45	48	25	18
YCL009C	4474	3523	2020	2888
tP(AGG)C	93	87	10	62
YCR014C	601	481	335	507
YCL036W	743	695	1220	1288
YCR051W	563	465	723	729
YCL045C	10451	8614	6445	9130
YCL005W	1720	1542	995	1446
snR43	3044	2623	2630	3456
YCR088W	6224	5065	4824	4288
YCR037C	2547	2127	1411	2562
YCR077C	5482	4738	3889	4612
YCR009C	6219	5641	3017	3865
YCR098C	219	190	114	193
YCR047W-A	0	0	0	0
YCR073W-A	1293	1048	619	681
YCR039C	25	25	5	16
YCL032W	455	425	188	281
YCR049C	1	2	0	1
YCR076C	1071	1048	549	616
YCL057C-A	1874	1746	789	1290
YCR053W	8656	6464	6777	8529
YCL008C	243	131	69	188
YCR072C	799	694	1134	1483
YCR057C	2574	2381	5248	5543
YCL044C	139	83	37	78
YCL033C	1541	1427	925	877
YCL030C	21267	17757	18342	17418
YCL068C	1	0	0	0
YCL035C	8253	7254	2316	2740
YCR008W	9249	8224	3568	5191
tS(CGA)C	3	6	0	7
YCR091W	692	578	115	270
YCR108C	0	0	0	0
YCR042C	849	700	419	706
snR65	78	114	9	22
YCL055W	1881	2095	788	1062
YCR003W	1118	1060	471	835
YCR022C	29	16	12	14
YCR089W	490	274	149	463
tG(GCC)C	0	0	0	0
YCL016C	889	773	381	505
YCL031C	1798	1800	1180	1499
YCL048W-A	227	313	10	45
YCR018C	2508	2209	1695	1362
YCL022C	0	0	0	0
YCR087C-A	0	0	0	0
tT(AGU)C	6	5	4	13
YCL023C	4	8	0	4
YCL010C	474	444	349	486
YCR001W	61	26	35	28
tM(CAU)C	0	0	0	0
YCL018W	4259	511	2514	0
YCR073C	1122	929	988	1193
YCR048W	2137	2021	3187	2343
YCL005W-A	366	318	209	431
YCR033W	2518	2080	1230	1655
YCL007C	0	0	0	0
YCR019W	560	563	283	435
YCR102C	312	267	183	181
YCR075W-A	322	239	129	201
YCL058W-A	0	0	0	0
YCL047C	1069	894	686	815
YCR106W	625	520	812	1019
YCR040W	0	0	1	0
YCR061W	1711	1340	684	1067
YCR045C	524	444	462	535
YCR085W	21	34	2	25
YCR024C-B	7272	9691	1356	4130
YCR101C	158	159	80	123
YCL049C	3001	2350	1871	2271
YCR015C	438	446	273	374
snR33	7707	5784	3244	8192
YCR038C	156	96	24	102
YCL063W	944	764	632	836
YCR024C	877	780	265	443
YCR065W	1217	971	624	937
YCR087W	1	2	0	0
YCR034W	4348	4261	2422	6002
YCL052C	3515	3282	1733	1768
YCR004C	9995	8182	7826	6433
YCR059C	1456	1206	1920	1640
tL(CAA)C	30	5	18	0
YCR096C	3	2	0	0
YCR028C-A	3989	3495	1925	4356
tN(GUU)C	2	0	0	0
YCL021W-A	700	541	347	758
YCL064C	3391	2786	1409	3189
YCR028C	1417	1214	1195	1609
YCR082W	2122	2001	1016	1323
YCL061C	490	375	379	649
YCL073C	4	2	3	0
YCR013C	330	322	52	425
YCR090C	967	841	1504	1117
YCR084C	2747	1660	1051	1810
YCR050C	14	11	4	15
YCR099C	128	100	50	74
YCL066W	0	0	0	1
snR189	932	549	530	1929
YCR095C	941	963	517	718
YCR068W	1541	1213	848	884
YCL017C	5199	4558	3440	4531
YCL058C	29	32	5	20
YCL014W	4093	3138	1957	3096
YCL050C	2975	2518	1692	2060
YCR067C	3527	2659	1663	2507
YCR047C	124	74	127	146
YCR044C	4041	3464	2233	3503
YCR026C	2742	2406	1801	2112
YCR093W	6606	4699	3254	5499
YCR012W	163979	128577	204467	187427
YCR075C	1695	1430	548	1104
YCL043C	25683	19461	14959	20863
YCL025C	9136	7261	1527	2504
YCL067C	0	0	0	0
YCR023C	3991	3590	1650	3121
YCR010C	139	126	31	44
YCL056C	375	336	115	253
YCR081W	1547	1535	616	1165
YCR018C-A	33	28	14	19
YCR030C	1724	1006	477	926
YCL027W	1722	1852	538	816
YCL051W	2366	1952	875	1183
YCL038C	3095	2862	1350	2101
YCR027C	744	637	473	705
YCL001W-A	38	40	42	35
YCR016W	257	201	311	567
YCL054W	637	525	946	1540
YCR105W	128	85	76	126
YCR024C-A	8890	8722	2938	6840
YCL020W	0	0	0	0
YCL019W	74	43	7	41
RUF22	5	0	0	0
YFL031C-A	5728	5195	2474	3748
YFL026W	40597	41563	19190	31451
YFR027W	183	101	23	91
YFR052W	2380	2145	1047	1610
YFL064C	0	1	7	7
YFL015C	23	11	0	4
YFL011W	40	43	10	11
YFR017C	1902	1563	279	395
YFL018C	12758	10907	7416	7733
YFL032W	22	11	1	5
YFR036W	103	76	72	61
YFR006W	5530	4546	3462	4926
YFR021W	1764	1447	1030	1327
tK(CUU)F	7	3	2	4
YFL034W	1073	856	540	676
YFL012W-A	1	2	1	0
YFL024C	2201	1881	850	1275
YFL013C	258	206	127	221
RUF23	9	13	8	4
YFL046W	284	271	174	253
YFR014C	2633	2107	1202	1531
YFL056C	1121	930	676	644
YFL041W-A	79	103	48	67
YFR055W	2894	2618	2285	2307
YFR013W	1757	1599	1180	1603
YFR049W	1171	925	361	511
YFL050C	819	732	450	517
YFR044C	13158	11169	13939	14538
YFR032C-B	23	19	8	18
YFR034W-A	8	5	0	6
tP(UGG)F	20	10	4	15
YFR009W	6359	5239	6307	7483
tA(AGC)F	0	1	0	0
YFL045C	17972	15965	24683	22656
YFL068W	5	2	0	1
YFR018C	1209	991	628	820
YFR034C	333	297	288	273
YFR029W	364	315	140	210
YFL003C	145	130	109	133
YFR041C	1251	1000	466	785
YFL059W	78	81	29	70
YFL062W	440	444	20	58
YFR026C	110	114	39	93
YFL014W	27768	27923	4955	5079
YFL066C	6	11	23	16
YFL047W	1584	1481	1155	1445
YFR032C-A	7665	6314	7522	14466
YFR056C	189	134	17	41
RUF20	386	388	160	261
YFL044C	1188	1009	1068	876
YFR011C	273	192	95	149
YFR022W	1795	1793	665	1058
YFR047C	3848	2927	2755	3893
tF(GAA)F	0	2	4	0
YFL051C	714	525	96	165
YFL054C	1491	1296	254	391
YFR036W-A	13	18	1	21
YFR024C-A	6887	5696	4388	4577
YFR045W	997	893	228	510
YFR002W	3278	2979	1670	2326
YFL012W	2	4	4	4
YFL033C	2501	1960	887	1547
YFL021W	136	120	23	69
YFL008W	1650	1245	1034	1315
YFL019C	31	30	4	15
YFR005C	1473	1192	1308	1709
YFL022C	2482	1820	2245	2295
YFL028C	1191	1058	1082	1104
YFL052W	2175	1636	496	548
YFR008W	325	307	157	223
YFL002C	710	598	647	1032
YFL055W	509	391	174	228
YFL034C-B	258	198	56	155
YFR023W	49	36	18	17
YFR001W	220	173	246	448
YFL023W	277	231	400	482
YFL020C	49	44	26	21
tY(GUA)F2	0	2	4	5
YFL067W	8	0	40	19
YFR031C-A	20026	17359	38100	42091
YFL010C	2142	1737	1591	1397
tN(GUU)F	4	2	2	6
YFL053W	169	197	82	94
YFR030W	4962	4712	1382	2275
YFR003C	939	745	369	462
YFL039C	143373	127639	129502	112865
YFL029C	551	515	235	368
YFL030W	1776	1764	322	433
YFL058W	14	27	6	12
YFL016C	2789	2135	611	832
YFR040W	4756	3677	1811	2588
YFL041W	4577	3691	2375	3052
tS(GCU)F	4	10	5	5
tG(GCC)F1	1	0	0	1
YFL036W	6116	4707	2756	4049
YFR053C	58584	42162	21054	21436
YFL048C	5007	4770	2874	4683
YFL015W-A	2	0	0	0
YFR057W	11	8	0	1
YFR046C	385	307	165	232
YFL037W	13595	11264	10855	13691
YFL061W	59	79	37	48
YFL017C	1264	1145	552	994
YFR012W	15	17	2	16
YFL034C-A	662	654	742	1668
YFR010W	2659	2157	1146	1499
YFL040W	342	251	89	158
YFR020W	1054	833	560	671
YFR038W	1265	1046	894	1294
YFR012W-A	1	2	1	4
YFL031W	70368	62841	68001	47968
YFL017W-A	388	322	189	406
YFL005W	6624	5974	5601	5443
YFR019W	1837	1152	738	1222
YFL042C	514	448	220	304
YFR042W	1512	1402	262	806
YFR050C	5493	4769	1913	3744
YFR007W	973	843	412	718
YFL065C	1	2	0	10
YFL038C	6629	5798	4539	4992
YFR015C	17620	14909	7389	7680
tG(GCC)F2	11	23	2	28
YFR009W-A	0	0	0	0
YFL060C	62	52	19	61
YFR043C	506	388	143	272
YFL049W	1091	870	439	628
YFR052C-A	461	509	16	134
RUF21	364	384	67	281
YFR028C	3131	2827	2092	2576
YFR010W-A	0	0	0	0
YFR051C	2643	2142	1719	1984
YFR016C	897	651	514	719
YFR032C	29	15	16	30
YFL001W	680	654	456	838
YFR037C	687	529	415	786
YFL013W-A	4	5	0	3
YFL063W	3	7	0	0
YFR025C	2024	1861	1187	1693
YFL025C	4486	4365	1754	2803
YFR054C	39	25	29	29
YFR033C	1770	1519	581	616
YFR031C	803	690	522	759
YFL021C-A	24	26	7	12
YFL010W-A	294	267	72	203
YFR039C	2073	1807	1083	1337
YFL027C	1532	1305	614	918
YFL007W	10127	8402	6945	9081
YFL004W	4842	4180	4148	4673
YFR048W	1112	1004	706	859
YFR035C	244	178	196	321
tY(GUA)F1	0	0	0	2
YFL009W	4928	4213	2479	3447
YFR004W	2094	1974	976	1455
YFL002W-B	0	0	0	0
YFL002W-A	33	23	2	22
YAL037W	287	231	202	247
YAL016W	5609	5111	1929	3387
YAL003W	25908	23724	31200	31215
YAL053W	5619	5004	1974	3013
YAL031W-A	15	12	2	5
YAL019W	1710	1532	1766	2014
YAL024C	1561	1115	892	1106
YAL034W-A	139	111	63	120
YAL064W-B	291	246	60	60
YAL018C	7	10	0	4
YAL037C-A	25	19	5	44
YAL056C-A	9	17	4	7
tL(CAA)A	5	3	0	6
YAL048C	1082	939	692	910
YAL025C	156	146	176	349
YAR064W	14	6	18	14
YAL031C	1662	1604	627	931
YAR075W	9	4	0	4
YAL063C-A	6	12	2	10
tP(UGG)A	2	2	4	6
tA(UGC)A	4	6	9	13
YAL023C	20281	17319	14959	19850
YAL062W	880	782	688	631
YAR061W	3	2	0	3
YAL026C	4785	4188	3713	5027
YAL014C	1637	1558	821	1080
YAL034C-B	22	14	14	27
YAR035W	225	212	132	98
YAL010C	748	681	255	441
YAL042W	7262	6562	7724	7003
YAL038W	56903	37110	138830	76752
YAR003W	2634	2395	1395	1695
YAL045C	4	4	2	2
YAR007C	2582	2261	1269	1984
YAL030W	1628	1494	464	1004
YAR027W	4360	3992	1375	1917
YAL055W	223	137	92	120
YAL060W	8617	7589	5924	5147
YAL017W	12010	9658	2473	3934
YAR018C	1014	858	254	700
YAL069W	0	0	0	0
YAL063C	610	507	301	367
YAL046C	578	599	662	557
YAR020C	96	71	10	48
snR18	512	505	156	425
YAR050W	660	587	209	300
YAL016C-B	48	64	13	23
YAR019C	1097	911	348	514
YAR029W	271	217	76	190
YAR002W	1139	935	741	997
YAL039C	849	654	254	306
YAR030C	146	122	53	90
YAR047C	95	139	21	58
YAL022C	4506	4089	3258	3887
YAL011W	300	249	190	198
YAL001C	1780	1617	1228	1724
YAL056W	4424	4074	1760	2821
YAL066W	0	0	0	1
YAL013W	226	157	108	88
YAL047W-A	1	1	0	0
YAL016C-A	10	5	0	2
YAL064W	11	12	4	4
YAR071W	105	69	102	112
YAR033W	451	349	238	428
YAR069C	0	0	0	0
YAR019W-A	18	6	1	10
YAR070C	1	3	0	5
YAL054C	2094	2168	729	1003
YAL067C	101	91	44	68
YAL059W	188	226	446	481
YAL005C	88165	72910	67995	35143
YAL068W-A	1	0	0	0
YAL035W	2491	1738	2908	3674
YAL008W	1155	1105	388	647
YAL020C	342	282	339	306
YAL032C	682	522	512	489
YAL015C	778	772	294	527
YAL028W	213	160	62	126
YAL042C-A	3	1	0	0
YAL065C	302	215	34	60
YAL009W	922	842	433	807
YAR014C	2832	2760	1885	2088
YAL037C-B	92	71	23	142
YAR053W	22	27	5	11
