
Geneid	SRR28411569	SRR28411570	SRR28411571	SRR28411572
YLR002C	1307	1209	2078	2183
YLR168C	910	930	219	339
YLR342W-A	248	355	128	385
YLR031W	100	85	68	79
RDN5-3	0	0	0	0
YLR189C	4196	3446	2435	2935
YLR358C	30	30	15	27
YLR134W	1720	1507	709	862
YLR051C	257	210	293	442
YLR466C-B	19	32	0	2
YLR215C	688	701	621	739
YLR206W	2751	2106	1437	1449
tI(AAU)L2	0	0	0	1
YLR201C	3575	3001	1772	1632
YLL018C	7628	5581	7585	6773
YLL025W	144	130	65	85
YLR392C	457	392	167	302
YLR063W	255	214	269	478
tA(UGC)L	0	0	0	2
YLR124W	85	92	74	96
YLR350W	3430	3144	888	1824
YLR312C	1287	1046	111	219
YLR204W	447	315	184	362
YLL007C	1217	1169	592	818
YLR141W	419	368	412	420
tD(GUC)L1	3	5	0	3
YLL038C	244	164	235	277
YLR257W	10622	10127	5767	5607
YLR108C	465	335	180	231
YLR163W-A	0	0	0	0
YLR416C	11	10	3	4
YLR375W	4938	4453	3209	3751
YLR287C-A	11294	10381	10005	14925
YLR154W-E	0	0	0	0
YLR155C	0	0	0	0
tS(AGA)L	0	1	4	0
YLR003C	633	687	674	1059
YLR221C	440	450	1127	882
YLR355C	28498	24210	41395	36731
YLR464W	2	2	0	1
YLR446W	742	539	283	486
YLR237W	2938	2910	1575	2589
YLR441C	27589	24314	57945	45037
YLR178C	13156	11899	1949	2789
YLR028C	8521	7358	4501	5718
YLR043C	8416	7137	6116	8892
YLR218C	232	168	133	174
YLR243W	770	781	657	825
YLR148W	1471	1430	987	1120
YLR162W-A	2	2	39	0
YLR462W	2	0	8	21
RDN37-2	0	0	0	0
YLR095C	928	849	626	720
YLR199C	734	630	218	415
YLR154W-A	0	0	0	0
YLR154C	446	390	265	479
YLL064C	1	0	0	0
YLR461W	29	14	6	26
tL(UAA)L	4	1	0	7
YLR265C	806	863	505	759
YLR428C	2	1	0	0
YLR242C	745	859	266	681
YLR351C	3618	3439	2281	3544
YLR306W	510	399	226	432
YLR130C	3854	3383	3772	5014
YLL028W	2227	1957	725	1390
YLR183C	1259	1127	1220	1453
tR(CCG)L	26	14	3	19
YLR042C	243	256	126	300
YLR396C	1682	1476	803	1076
YLR122C	52	39	37	35
YLR326W	676	597	364	327
YLR024C	2013	1767	1115	1642
YLR442C	658	562	420	563
YLR380W	519	437	484	674
YLR061W	37	38	23	17
YLR386W	2222	2037	1063	1826
YLR387C	1904	1775	1028	1163
YLR422W	5269	4142	2152	3340
YLR354C	46884	40226	35007	40916
YLR434C	36	39	7	16
YLL039C	8967	7117	989	1816
YLR149C	3803	3247	448	719
YLR208W	6588	6055	4084	6720
RDN5-6	2	0	0	1
YLR115W	1724	1424	799	1353
YLR005W	1398	1285	809	1057
YLR147C	307	248	166	199
YLR076C	19	11	2	15
YLR162W	23	11	2	23
YLR451W	1343	1025	785	1031
YLR212C	1105	878	728	1075
YLR454W	10928	9534	5096	6978
YLR437C-A	2	2	0	3
YLR064W	2589	2541	427	1074
YLR132C	343	349	171	275
YLR182W	1256	1111	799	1011
YLR038C	3226	3165	771	1168
YLR107W	1202	1106	932	886
YLR139C	60	20	18	71
YLR305C	11998	10138	6295	9874
YLR339C	4	6	0	4
YLR062C	18	19	10	24
YLR334C	1	7	8	23
YLL002W	532	458	400	441
YLR070C	392	325	120	175
YLR157C	0	0	0	0
YLR226W	586	476	362	483
YLL048C	19129	16715	14423	18650
YLL024C	60455	48782	71557	53479
YLR009W	976	886	1898	1532
YLR057W	1602	1391	713	1233
YLR348C	310	266	269	458
YLR439W	240	199	75	180
YLR236C	46	30	8	27
YLR345W	3604	2983	926	1361
YLR050C	1162	1032	1183	1369
YLR332W	977	718	216	500
YLR369W	905	740	295	504
YLL065W	0	0	0	0
tX(XXX)L	7	7	2	11
RDN5-1	47	33	6	33
YLR417W	1533	1268	516	781
YLR179C	3442	2851	3306	4196
YLR013W	6	2	0	4
YLR116W	254	172	68	147
YLR371W	7081	5756	2880	4293
YLR222C	3357	3088	4152	3973
YLR365W	10	17	14	17
YLR440C	933	820	748	1005
YLR059C	1396	1259	1218	1906
YLR165C	151	155	59	121
YLR421C	1748	1629	1301	1591
YLL027W	1576	1384	1062	1182
YLR292C	1576	1415	1469	1629
YLR034C	8354	7715	2718	3768
YLR016C	597	577	528	625
YLR255C	33	29	12	23
YLR297W	2202	1895	358	796
YLR225C	1377	1164	586	727
YLR047C	2204	2095	883	1367
YLL022C	301	330	346	445
tI(AAU)L1	1	0	0	0
YLR395C	5025	4338	1537	2462
YLL067C	14	19	16	3
YLR359W	22813	20454	32084	38632
YLR456W	294	273	100	147
YLR067C	1619	1512	665	1146
RDN58-2	0	0	0	0
YLR040C	49	39	21	61
YLL013C	1494	985	673	1395
YLR320W	1596	1470	830	1149
YLL045C	9443	8203	13497	15839
YLR352W	1514	1347	548	743
YLR160C	0	0	0	0
YLR071C	3359	2834	1992	2460
YLR286C	11880	9227	10032	19303
YLR037C	230	204	74	65
YLL004W	852	755	482	705
YLR100W	2111	1995	2046	2731
YLR088W	4359	3995	2892	3629
YLR216C	12671	12600	2729	3986
YLL040C	8637	6626	5028	7179
YLR154C-G	0	0	0	0
YLR410W-B	245	169	48	182
YLR410W-A	0	0	0	0
YLR157C-A	0	0	0	0
YLR256W-A	365	221	254	608
YLR035C-A	118	65	39	105
YLR227W-A	0	0	0	0
YLR157C-B	180	110	25	235
YLR227W-B	1687	777	399	1233
YPL071C	590	423	232	320
YPL208W	2106	1774	1238	1778
YPL102C	6	7	0	3
YPL217C	1398	1151	1581	2542
YPL197C	8	8	1	13
YPR139C	3063	2632	1674	2604
YPR169W	1516	1260	1442	1757
YPL257W	484	375	220	332
snR41	1707	1525	442	1151
YPL009C	1642	1010	848	1254
YPL183C	2949	2512	3603	4524
YPR065W	205	162	28	94
YPR099C	0	0	0	4
YPR032W	1958	1703	1073	1233
tM(CAU)P	6	10	5	2
YPR194C	3632	3550	1368	1889
YPL084W	2222	1799	742	1181
YPR101W	678	568	285	488
YPL179W	5778	4814	1862	3048
YPL224C	3413	2704	1250	1875
tG(GCC)P2	0	2	1	3
snR17b	46705	39053	23277	24606
YPR204W	156	164	84	141
YPR103W	2591	2174	1253	1929
YPR155C	2149	1794	662	1066
YPL250W-A	0	0	1	0
YPL244C	2076	1687	1527	2346
YPR141C	787	681	240	356
YPL275W	59	30	8	30
YPR156C	5718	4262	1437	2926
YPL240C	54161	44283	10319	9440
YPR188C	943	1001	611	761
YPL111W	4048	3545	960	1078
YPR119W	2901	2054	1299	1610
YPL192C	210	232	42	123
YPL059W	2470	1953	1189	1999
YPL218W	12017	10098	10488	12174
tI(AAU)P1	1	2	0	0
YPL264C	986	692	239	375
YPL198W	750	635	1165	1505
YPL006W	9721	7821	4435	6574
YPR161C	1560	1337	811	1162
YPL145C	11850	9521	7563	9590
YPL092W	2204	2099	2216	3790
YPR181C	6899	4286	2971	6758
YPR171W	716	647	398	581
YPR122W	6738	5649	2031	3253
YPL091W	4202	3628	4045	5123
YPL137C	5478	4350	2232	3504
YPL014W	998	689	201	406
YPL164C	765	595	211	319
YPL163C	480	325	218	649
YPR069C	5111	3819	3539	6130
YPL038W-A	24	29	2	18
YPR072W	2424	1930	1445	1684
YPR067W	1169	980	461	754
YPL175W	912	815	704	798
YPL088W	730	571	226	341
YPL125W	4617	4229	2171	3044
YPL090C	14419	12287	56594	27342
YPR120C	451	378	241	304
YPR198W	1237	964	543	1016
YPR053C	103	95	47	85
YPR106W	1460	1149	560	1302
YPL250C	1066	953	455	640
YPL051W	410	327	246	295
YPR013C	564	434	118	203
YPL121C	2	10	4	3
YPR068C	383	317	217	314
YPR160W-A	0	0	0	0
YPR202W	32	55	16	58
YPL270W	5585	3860	2056	2768
YPL248C	1205	903	668	780
YPR058W	257	205	211	294
YPL004C	19225	16051	5166	7728
YPR110C	4138	3840	3543	6559
YPL042C	1394	1210	706	920
YPR149W	27516	25697	10400	9101
YPL172C	2123	1719	719	1516
YPR009W	765	527	282	575
YPL039W	735	585	303	636
YPR051W	55	72	45	72
YPR134W	755	621	568	567
YPR118W	2924	2244	3707	3409
YPR019W	5163	4030	2560	3309
YPL213W	411	383	255	262
YPR121W	1656	1320	841	1084
YPL054W	179	133	29	37
YPL123C	2781	2483	517	697
YPL144W	652	548	310	800
YPR036W-A	1488	1057	660	1222
YPL140C	1243	901	328	610
snR70	4108	3333	2512	4163
YPL202C	447	351	167	339
YPL114W	1	1	0	1
tI(AAU)P2	1	0	0	0
YPL045W	1609	1247	837	1310
YPL267W	256	163	114	167
YPL133C	931	755	584	659
tA(AGC)P	11	11	10	22
YPL263C	1770	1319	1410	1782
YPL097W	1702	1311	731	929
YPR130C	29	17	0	5
YPR177C	0	0	0	0
YPR124W	1829	1507	558	880
YPR157W	1476	1130	340	581
YPR004C	6520	5158	2563	5527
YPR080W	109602	84851	135209	131343
YPL162C	982	829	595	805
YPL200W	44	29	2	12
YPR057W	497	370	365	501
YPR100W	127	100	24	85
YPR033C	8286	6445	6591	8609
YPR174C	325	275	408	367
YPR151C	42	25	0	8
YPR180W	1266	921	628	709
YPL210C	3116	2603	1780	2834
tC(GCA)P1	2	3	0	5
YPL155C	1209	1126	613	852
YPL225W	5075	4304	2947	3106
YPL081W	3180	2861	4582	4231
YPL266W	1298	1077	1655	1906
YPR002W	128	122	75	115
YPL127C	2155	1745	1988	1826
YPR108W	5399	4509	2753	3241
YPR172W	2360	1906	776	1484
tF(GAA)P2	9	0	1	4
YPR200C	181	121	73	161
YPL058C	75838	56413	24876	41729
YPL073C	5	4	2	5
YPR197C	1	0	0	0
YPR088C	1954	1558	1776	2136
YPL254W	1239	1101	500	960
YPR010C-A	1524	1416	148	591
YPL223C	643	496	119	167
YPR056W	729	602	388	647
YPR006C	1057	846	410	631
YPR129W	720	667	592	463
YPR199C	1339	1123	760	901
YPL062W	5	5	0	1
YPR113W	17654	14745	14058	15634
YPL166W	444	343	160	189
YPR020W	2830	2401	334	1162
YPL160W	24348	18821	20360	26246
YPL147W	587	477	130	217
YPL107W	360	379	168	266
YPL169C	2569	2077	1249	1903
YPR169W-A	0	0	0	0
YPR170W-A	0	0	0	0
YPR014C	129	125	74	105
YPR049C	1735	1506	651	1114
YPL087W	11859	10375	3661	5003
YPR115W	6341	5351	1628	2373
YPL184C	5248	3333	2350	4135
YPR111W	952	674	588	599
YPR203W	2	4	1	0
YPR189W	3626	2969	1634	2721
YPR034W	950	653	610	881
YPL189W	236	157	159	242
YPL246C	6768	5801	2914	5699
YPL020C	675	465	173	403
YPL255W	304	238	175	252
YPL196W	1657	1334	543	800
YPR135W	1452	1199	860	1236
YPR044C	7	9	6	7
YPL061W	12590	14272	9062	8527
YPL238C	7	1	1	2
YPL052W	404	467	181	305
YPR112C	1005	855	2115	2284
YPL186C	1134	1027	279	276
YPR148C	2825	2161	1730	1721
YPL276W	30	7	13	9
YPL280W	19	10	9	8
YPR143W	173	122	98	269
YPL261C	24	13	0	2
YPL034W	160	146	93	143
YPL116W	4592	3734	1792	2077
YPL131W	59360	45105	84301	81891
YPR017C	463	285	385	446
YPL012W	4453	4154	6529	9021
YPL017C	2215	1935	328	501
YPL010W	5972	4850	3373	4557
YPR173C	2347	1724	1368	1943
YPL233W	395	297	390	391
YPR024W	6999	5581	2920	3995
YPL152W-A	4	2	8	3
YPL187W	77	56	30	21
YPR191W	17151	13953	4169	5528
YPR170C	33	35	4	14
YPR123C	102	75	12	38
YPR142C	0	0	0	0
YPL063W	2672	2061	1374	1483
YPR007C	87	85	45	40
YPR084W	817	634	285	421
YPL149W	1865	1642	979	1439
YPL089C	551	452	125	298
YPR166C	1184	889	455	864
YPR167C	168	228	129	194
YPL231W	76829	63510	121215	110896
YPR025C	1010	650	268	488
YPL098C	2213	1694	999	1576
YPR147C	1660	1283	975	2127
YPL129W	1935	1551	1591	1534
YPR153W	212	164	73	157
YPR164W	3857	3155	2203	3219
YPL026C	2943	2423	743	1318
YPR001W	321	231	183	224
YPL282C	0	0	0	0
YPR178W	362	275	187	285
YPR061C	396	383	121	254
YPL180W	1322	1135	870	1102
YPL142C	600	598	169	819
YPL019C	3159	2700	1686	2198
YPL258C	609	416	249	405
YPL022W	2495	2009	1589	1972
YPL279C	477	359	140	355
YPL044C	1	0	0	0
YPR193C	15	13	0	16
YPL001W	741	629	406	654
YPR083W	715	561	289	420
YPR195C	51	36	13	19
YPL057C	5469	4637	1346	2471
YPL211W	1145	1069	1413	2422
YPL041C	607	414	229	447
YPR003C	3314	2707	836	1287
YPL181W	811	647	588	636
YPR168W	215	186	178	166
YPL185W	67	28	19	52
YPL040C	1885	1331	743	1056
YPL070W	1343	1232	480	726
YPR159W	26353	21830	14548	18866
YPL002C	552	441	327	436
snR51	37	53	5	22
YPL227C	1197	861	886	1371
YPL067C	845	668	382	618
YPL236C	1417	1248	722	944
YPL151C	722	605	341	470
YPL234C	5478	4889	2269	5322
YPL015C	3472	2781	1405	2091
YPR035W	20874	17675	34277	27608
YPR037C	424	326	226	251
YPR184W	22879	18249	2525	4735
YPL135W	1978	1687	434	920
YPL215W	2387	1788	1002	1403
YPL112C	1047	976	420	797
tK(UUU)P	10	8	4	19
YPR146C	353	249	264	307
YPR087W	4	7	10	6
tW(CCA)P	102	106	49	75
YPL154C	77311	67002	31420	34417
YPL136W	11	6	0	5
YPR094W	329	319	132	228
YPR074C	79770	62875	59007	66565
YPL056C	67	53	12	21
YPL189C-A	1263	1043	769	711
YPR082C	1034	869	472	635
YPR133C	1409	1124	1050	1096
YPL047W	401	353	233	512
YPL077C	334	209	236	214
YPR016W-A	175	92	69	179
YPL272C	1091	797	184	371
YPR050C	0	0	0	0
YPR108W-A	0	1	0	1
YPR070W	1248	1099	561	901
YPL176C	3670	2910	2055	2337
YPL220W	19821	15415	24723	30449
YPL065W	532	443	187	332
YPL074W	1274	1040	795	1087
YPL032C	1752	1249	734	1507
YPL167C	1389	1298	524	827
tN(GUU)P	45	42	15	37
YPR185W	1279	1018	487	696
YPR160C-A	0	0	0	0
YPL038W	317	252	210	302
YPR145W	11121	9283	12820	13500
YPL165C	1113	858	228	378
YPL193W	596	497	314	490
YPL003W	1864	1566	655	865
YPL178W	2174	2005	1092	1466
YPL013C	724	565	231	565
YPR012W	109	49	17	20
YPR042C	6775	5389	2402	3757
YPL103C	1040	874	673	1011
YPR028W	21241	18234	5938	12894
YPR039W	1	0	0	0
YPR089W	3260	2731	1658	2135
YPL075W	5053	4247	2073	2687
YPR196W	638	413	287	300
YPR077C	2	1	0	0
YPL024W	516	466	206	349
YPR008W	3107	2438	1249	1825
YPR071W	744	621	255	684
YPL182C	30	23	10	7
tC(GCA)P2	0	0	0	1
YPR062W	460	345	275	429
YPL277C	158	109	80	49
YPR125W	428	353	252	362
YPR131C	977	854	592	838
YPL221W	13037	10851	6095	8717
YPR073C	2284	1998	1276	1746
YPL262W	12653	10229	8431	9747
snR45	3700	2488	2440	6471
YPR036W	20218	15718	16346	14952
YPL031C	2614	1960	1477	1850
YPL237W	3256	2581	2528	3935
YPL053C	2335	2051	1345	1970
YPR109W	1829	1547	952	1540
YPR159C-A	1	4	2	0
YPL122C	877	802	676	759
YPL085W	1500	796	464	1156
YPR104C	1474	1062	916	1173
YPR186C	304	244	266	294
YPR201W	323	282	135	185
YPL138C	837	693	511	543
YPR030W	3064	2111	320	594
YPR190C	1297	1126	1163	1555
YPL043W	459	385	1223	1251
YPL108W	98	94	101	132
YPL105C	1232	944	637	996
YPL168W	780	644	196	312
YPR018W	138	143	101	164
YPR132W	16218	12947	23351	28096
YPL222C-A	0	0	0	0
YPR137W	777	649	928	1078
YPL219W	1220	943	402	489
tS(UGA)P	40	41	4	42
YPL029W	806	686	522	722
YPL113C	432	280	128	309
YPL190C	1037	830	730	677
YPL241C	600	502	331	659
YPL281C	0	0	0	1
YPL023C	3042	2367	1358	2187
YPR043W	2	3	3	15
YPR116W	491	297	219	401
YPL252C	84	61	34	71
YPR047W	1061	823	411	569
YPL119C-A	172	150	2	35
YPL194W	305	198	177	261
YPL157W	462	380	453	552
YPL177C	1886	1747	516	875
YPR165W	17074	14857	9718	12478
YPL037C	11762	9855	9497	14985
YPR093C	329	235	167	162
tG(GCC)P1	37	24	4	15
YPR066W	406	379	285	355
YPL247C	5784	4346	1118	1994
YPL101W	1262	987	1249	1396
YPL064C	600	442	431	506
YPL256C	1852	1400	787	1315
YPL099C	576	464	269	508
YPR023C	2540	1922	1328	1717
YPL093W	4096	3341	8702	8433
YPL134C	600	401	282	514
YPL153C	682	524	504	562
YPL222W	1488	1228	265	385
YPR075C	2240	1783	785	1042
YPL118W	3936	2938	1756	2092
YPL239W	978	806	749	1086
YPR136C	0	6	0	0
YPL033C	16	10	0	3
YPR045C	465	462	950	1023
YPR038W	0	0	0	0
YPR011C	899	654	395	621
YPL100W	1724	1331	513	857
YPL076W	579	597	293	477
YPL027W	85	60	10	20
YPL271W	3861	3230	756	1841
YPL128C	1523	1113	772	1351
YPL139C	659	472	279	457
YPL005W	888	600	319	404
YPL148C	538	417	226	439
YPL080C	239	204	61	255
YPL265W	7835	7009	3309	4981
snR59	19	20	10	17
YPR052C	839	776	613	871
YPR145C-A	31	28	0	31
YPL096W	538	375	209	359
YPR078C	44	64	12	11
YPL104W	1383	1139	688	810
YPR074W-A	10	9	0	1
YPL283W-B	0	0	0	0
YPR162C	769	659	450	682
YPL030W	659	611	450	870
YPL069C	808	724	328	641
YPL188W	1390	1140	391	781
YPL201C	160	95	100	90
YPL207W	2255	1806	2349	3834
YPR021C	2734	2359	815	1298
YPL253C	727	629	365	437
YPR040W	213	159	80	144
YPL143W	27	25	8	35
YPL132W	1247	1075	479	781
YPL171C	656	574	120	104
YPL126W	3111	2826	3438	5582
YPR063C	1481	1128	814	1239
YPR187W	1856	1436	1760	2521
YPL007C	1273	1104	562	855
YPL209C	211	145	68	120
YPR182W	666	512	547	707
YPL242C	5026	3988	2242	2583
YPL205C	168	133	82	74
YPL278C	56	44	22	31
YPR086W	2199	1736	1060	1895
YPR117W	9313	7023	4252	6102
YPL096C-A	697	524	105	561
YPR092W	34	22	1	21
YPL086C	1880	1575	1970	2635
YPR005C	618	474	160	202
YPR046W	274	181	100	167
tK(CUU)P	0	2	2	7
YPL269W	356	239	154	317
YPL135C-A	0	0	0	0
YPR105C	2639	2063	1788	2346
YPL158C	583	360	270	487
tE(UUC)P	0	2	5	1
YPL094C	3322	2530	2312	3380
YPR176C	1842	1484	787	1184
YPL191C	479	480	334	390
YPR204C-A	0	0	0	0
YPR163C	6874	5461	10442	9173
YPL229W	139	112	66	74
YPR160W	92427	75948	25182	28446
YPL049C	1028	766	481	658
YPL066W	1235	903	284	760
YPL183W-A	1284	1068	526	1071
YPL235W	3723	3140	2021	3328
YPL141C	1358	1053	327	587
tF(GAA)P1	22	22	2	24
YPR144C	1114	952	1079	1814
YPL249C-A	145	109	80	256
YPR128C	1650	1290	1173	1697
YPR054W	729	539	323	625
YPL156C	1347	1447	337	538
YPL173W	788	638	430	475
YPR098C	2672	2369	945	1512
YPL260W	4113	3566	1732	1866
YPL251W	0	0	0	1
YPL016W	1704	1251	348	759
YPR095C	2295	1859	972	1289
YPR079W	1170	1043	310	594
YPR010C	16880	13822	28961	32760
YPL046C	329	339	122	272
YPL021W	11	11	0	6
YPL268W	1567	1414	928	1341
YPL283C	37	18	2	5
YPL206C	3275	2672	1262	1751
YPR055W	2526	1961	946	1487
YPR138C	5272	4130	1653	2916
YPL243W	4339	3679	3356	3968
YPR127W	6412	5698	1553	2224
YPL095C	2473	1758	5161	8050
YPR027C	521	467	218	339
YPL232W	2817	2294	1376	1754
YPL124W	275	258	135	173
YPR041W	7095	5710	5358	7107
YPL083C	775	568	493	732
YPL048W	14348	10479	8570	8050
YPL120W	633	571	318	394
YPL117C	4356	3865	3326	3887
YPR126C	22	8	0	13
YPR091C	3988	3353	2454	2839
YPR059C	6	3	4	8
YPL214C	2079	1662	978	1334
YPL203W	4680	3527	1144	1452
YPL273W	4544	3776	3353	6122
YPR081C	1445	1092	892	837
YPL011C	1307	1055	531	830
YPR097W	4022	3374	2771	3545
YPL274W	4370	3657	1349	2084
YPR158W	1683	1636	294	461
YPL050C	4829	4063	1807	3220
YPR114W	2942	2391	1280	2208
YPL110C	1605	1291	839	1032
YPL161C	1143	943	693	850
YPR022C	1696	1450	903	1526
tT(UGU)P	0	0	0	0
YPR175W	1169	959	662	1076
YPL068C	228	210	86	177
YPL055C	275	213	106	185
YPL079W	13104	11360	16691	22639
YPL150W	2688	2263	1574	1755
YPR192W	200	172	41	57
YPL226W	7097	4873	7631	12273
YPL115C	1417	951	433	995
YPL283W-A	0	0	0	0
YPL170W	918	733	385	616
YPL245W	2405	1965	1203	1823
YPR140W	2522	2211	863	1387
YPR048W	979	852	887	1235
YPR102C	13695	11259	20969	21950
YPL036W	1163	888	423	538
YPR015C	194	214	36	67
YPR133W-A	1587	1243	1052	1186
YPL146C	604	488	669	895
YPR107C	739	526	231	404
YPL035C	76	74	39	65
YPL082C	4113	3088	2528	4179
YPR064W	39	13	14	38
YPL216W	1085	930	537	817
YPL152W	2149	1671	554	831
YPL230W	538	310	93	241
YPL159C	1328	984	290	477
YPR183W	2657	2222	3760	2816
YPL204W	2962	2338	1214	1887
YPL109C	1268	961	331	556
YPL249C	808	453	326	467
YPR154W	1276	811	215	456
YPR026W	6811	5318	815	1363
YPR076W	0	0	0	0
YPR170W-B	515	467	248	495
YPR016C	9449	7791	6296	8769
YPL060W	652	585	228	323
YPR029C	4244	3562	2112	2684
YPR002C-A	21	18	8	23
YPL106C	51730	39836	35567	31993
YPR085C	623	515	291	443
YPL008W	985	793	447	752
YPR152C	170	136	79	158
YPL212C	1813	1495	2027	2352
YPL119C	1189	852	216	386
YPL078C	8340	6926	3104	3488
YPL195W	5014	3891	2469	2801
YPL025C	45	36	83	39
YPR060C	1466	1396	1252	1405
YPL199C	903	685	832	693
YPL228W	1189	1000	636	861
YPL018W	1070	846	127	252
YPL259C	958	751	255	633
YPR150W	88	76	2	24
YPL072W	378	262	196	290
YPL130W	34	28	8	15
YPR179C	922	707	441	627
YPR096C	110	65	33	64
YPL028W	14137	11467	12696	13924
YPL174C	939	843	459	695
YPR031W	803	626	628	867
YPL257W-A	0	0	0	0
YPR158W-A	0	0	0	0
YPL257W-B	120	60	11	163
YPR158C-D	845	485	855	2387
YPR137C-A	0	0	0	0
YPR137C-B	71	28	9	72
YPR158W-B	292	160	45	402
YPL060C-A	47	29	16	15
YPR158C-C	0	0	0	0
YMR172W	375	303	243	323
YMR027W	5282	4374	2055	3105
YML089C	8	11	0	0
YMR290C	1606	1612	2430	3593
YMR139W	2964	2526	947	1284
YMR191W	5762	5402	1519	2731
YMR244C-A	64	65	23	36
YMR091C	859	717	540	905
YMR173W-A	380	406	49	223
YMR180C	685	593	330	525
YML020W	896	716	232	521
YML088W	918	817	652	881
YML077W	701	643	389	731
YML125C	3233	2908	6190	4479
YMR318C	9149	8159	7495	10036
YMR115W	1345	948	456	690
YMR266W	9643	8850	5895	8538
YML057W	3067	2408	1095	1614
YML055W	1332	1028	682	1015
YMR105C	38236	33180	10119	13421
YMR268C	372	264	194	274
YML133W-B	0	0	0	0
YML090W	104	76	2	12
YML101C	700	630	1014	663
YMR012W	23525	19669	15988	20273
tY(GUA)M2	2	1	0	1
YMR202W	4023	3431	3927	5488
YMR083W	19936	16463	15758	16125
snR76	271	215	204	408
YMR017W	55	35	16	16
YML085C	11267	8762	7045	7859
YML013W	1653	1368	899	1037
YMR224C	717	670	350	563
YMR059W	328	283	143	290
YMR072W	3287	2846	1477	1950
YMR304W	5080	4335	2084	2848
YML087C	647	708	184	299
YMR195W	793	613	562	1129
YMR240C	286	231	150	197
YMR308C	10794	9441	10392	13591
YML001W	3737	3085	2414	3508
YML114C	482	336	210	334
YMR319C	5459	4188	5988	6826
YML075C	3620	3240	2788	3900
YMR075W	535	455	204	301
YML129C	1166	966	323	735
YML073C	5643	4590	13157	10283
YMR149W	5950	5265	3060	5145
YMR233W	174	142	227	274
YMR048W	264	205	128	191
YML030W	353	222	126	245
YMR118C	488	392	311	388
YMR260C	4747	3989	4217	5950
YMR135W-A	1	1	2	5
tM(CAU)M	1	6	12	5
YML056C	17958	15947	24481	30361
YML064C	745	692	284	437
YML132W	1712	1381	166	817
YML113W	241	238	206	356
YML058W-A	180	140	38	81
YMR136W	319	297	120	240
YML091C	4487	3925	878	1415
YMR199W	1441	1254	762	1299
YMR286W	1122	925	670	780
YMR025W	265	263	106	201
YMR112C	446	344	291	400
YML127W	3098	2497	2124	2878
YML005W	1138	1165	346	718
YMR160W	1141	905	312	578
YMR046W-A	5	1	4	7
YMR096W	327	294	141	324
YML133C	80	66	25	41
YMR246W	7674	6039	11235	14690
YMR052C-A	31	20	3	6
YMR120C	44290	39711	52957	73672
YMR052W	165	168	40	80
YML100W-A	28	22	19	17
YML049C	2283	1742	876	1468
YMR065W	1031	1144	430	557
YMR098C	1699	1388	830	1000
YMR302C	3443	2770	841	1293
YMR075C-A	8	12	0	1
YML060W	403	342	316	471
YMR080C	4674	4095	4755	6147
YMR156C	266	194	70	154
YMR294W	182	149	82	166
YMR167W	1093	938	566	894
YMR242W-A	21	10	7	25
YMR079W	8460	7238	6088	10661
YMR275C	1324	1007	522	916
YMR100W	2752	2396	1262	1661
YMR030W-A	14	25	6	23
YMR161W	1261	1168	721	1058
YMR183C	1108	858	1080	991
YML021C	1004	845	491	939
YML074C	552	477	427	698
YMR157C	1535	1239	706	1174
YMR110C	9505	8999	1784	3014
YMR097C	991	898	429	635
YMR111C	466	460	234	366
YML011C	609	587	293	497
YMR064W	1741	1535	539	1063
YML082W	885	696	673	976
YMR300C	4554	3594	5834	6464
YMR262W	1201	1128	549	779
YMR031C	3923	3350	1245	1714
YMR016C	294	252	198	322
YMR066W	722	641	338	434
YMR007W	256	167	36	53
YMR201C	343	239	163	194
YMR232W	818	874	108	191
YMR200W	3858	3735	1821	2800
YMR297W	65290	58263	33038	37017
YML026C	14008	12708	18671	27485
YML023C	2068	1813	1243	2061
YMR143W	12307	10579	14330	21463
YMR073C	623	539	422	615
YML069W	2173	1855	1450	1872
YML050W	655	621	329	350
YML099W-A	32	25	16	37
YMR211W	532	369	496	544
tF(GAA)M	9	1	6	7
YMR283C	513	508	305	410
snR74	116	171	15	43
RNA170	145	131	28	60
YML078W	6409	5473	5423	5398
YMR142C	16345	13808	33698	28152
YMR203W	7635	6057	4248	6449
YMR077C	330	274	158	164
YMR245W	56	65	21	44
YMR284W	1147	1037	340	614
YMR089C	3160	2380	1010	1500
YMR134W	256	239	116	165
YMR290W-A	22	9	12	8
YMR095C	242	223	152	215
snR83	136846	125517	13857	60892
snR73	3	4	0	3
tH(GUG)M	13	16	20	22
YMR099C	7564	6808	5570	7556
YMR132C	255	161	138	211
YML115C	2032	1628	1323	1958
snR11	4908	5009	2014	3207
YMR086W	1451	1172	678	931
YMR044W	450	289	234	339
YMR222C	1868	1671	844	1389
YMR272W-A	0	0	0	0
YMR321C	58	36	30	57
YML131W	2324	1994	686	1140
YML038C	4151	3904	1884	2744
YML122C	135	98	51	65
YMR036C	879	761	417	637
YML012W	7731	6482	5026	6616
YML100W	14172	10188	4886	6814
YMR312W	413	381	194	393
YML112W	189	148	66	138
YML099C	781	575	418	641
YML123C	994	800	2876	2428
tV(AAC)M3	0	3	3	0
YMR141C	263	214	64	98
YMR324C	0	3	0	0
YMR207C	1539	1213	978	1668
YMR236W	1345	1210	751	1301
YML034C-A	1	3	0	1
YMR204C	458	377	144	265
YMR011W	618	538	337	529
YML008C	3124	2713	2637	3531
YMR109W	2434	1589	1116	1954
